Cote,Titre,Auteur,Lieu,Edition,Annee,Nb pages,Matiere,Inventaire
620.9/13,الطاقة في الوطن العربي: وقائع مؤتمر الطاقة العربي الأول 4-8 مارس 1979 أبو ظبي: الجزء الأول,منظمة الأقطار العربية المصدرة للبترول,الكويت,منظمة الأقطار العربية المصدرة للبترول,1980.0,411.0,مصادر الطاقة,INV_BUA_9506
620.9/14,الطاقة في الوطن العربي: وقائع مؤتمر الطاقة العربي الأول 4-8 مارس 1979 أبو ظبي الجزء الثاني,منظمة الأقطار العربية المصدرة للبترول,الكويت,منظمة الأقطار العربية المصدرة للبترول,1980.0,352.0,مصادر الطاقة,INV_BUA_9507
621.3/23,وقائع مؤتمر الطاقة العربي الثالث: الجزائر 4 - 9 مايو 1985: الجزء السادس,منظمة الأقطار العربية المصدرة للبترول,غير محدد,منظمة الأقطار العربية المصدرة للبترول,1985.0,344.0,الهندسة الكهربائية,INV_BUA_9508
37.014.5/27,تقرير عن التربية في العالم 1991 .,منظمة الأمم المتحدة للتربية والعلم والثقافة,باريس,اليونسكو,1991.0,147.0,سياسة التربية - التخطيط التربوي,INV_BUA_9509
338.924/01,الصناعة عام 2000 . آفاق جديدة,منظمة الأمم المتحدة للتنمية الصناعية,نيويورك,الامم المتحدة,1979.0,426.0,التصنيع,INV_BUA_9510
338.924/02,الصناعة في العالم منذ 1960: التقدم المحرز والإحتمالات المقيلة,منظمة الأمم المتحدة للتنمية الصناعية,نيويورك,غير محدد,1979.0,426.0,التصنيع,INV_BUA_9511
312/07,"نتائج المسح الشامل الديمغرافي والإقتصادي والإجتماعي للعرب الفلسطينيين في الجمعورية العربية السورية: مخيم الست زينب تموز ""يوليو"" 1982","منظمة التحرير الفلسطينية, الدائؤة الإقتصادية",دمشق,منظمة التحرير الفلسطينية,1982.0,61.0,إحصائيات,INV_BUA_9512
312/04,"نتائج المسح الشامل الديمغرافي والإقتصادي والإجتماعي للعرب الفلسطينيين في الجمهورية العربية السورية: مخيم خان الشيخ نيسان "" أبريل"" 1982","منظمة التحرير الفلسطينية, الدائرة الإقتصادية",دمشق,منظمة التحرير الفلسطينية,1982.0,61.0,إحصائيات,INV_BUA_9513
312/05,"نتائج المسح الشامل الديمغرافي والإقتصادي والإجتماعي للعرب الفلسكينيين في الجمهورية العربية السورية: مخيم سبينة نيسان ""أبريل"" 1982","منظمة التحرير الفلسطينية, الدائرة الإقتصادية",دمشق,منظمة التحرير الفلسطينية,1982.0,61.0,إحصائيات,INV_BUA_9514
312/06,"نتائج المسح الشامل الديمغرافي والإقتصادي والإجتماعي للعرب الفلسطينيين في الجمهورية العربية السورية: مخيم جرمانا أيار ""مايس""","منظمة التحرير الفلسطينية, الدائرة الإقتصادية",دمشق,منظمة التحرير الفلسطينية,1982.0,61.0,أحصائيات,INV_BUA_9515
297.488/01,الحكم الشرعي في التدخين,منظمة الصحة العالمية,غير محدد,منظمة الصحة العالمية لإقليم شرق البحر المتوسط,1988.0,114.0,المحرمات: التدخين,INV_BUA_9516
61/39,تعزيز وزارة الصحة من أجل الرعاية الصحية الأولية,منظمة الصحة العالمية,جنيف,منظمة الصحة العالمية,1988.0,60.0,الطب,INV_BUA_9517
61/40,المستشفيات وتوفير الصحة للجميع: تقرير لجنة خبراء منظمة الصحة العالمية المعنية بدور المستشفيات في مستوى الإحالة الأولى,منظمة الصحة العالمية,جنيف,منظمة الصحة العالمية,1987.0,94.0,الطب,INV_BUA_9518
61/41,التقرير السنوي للمدير الإقليمي عن أعمال منظمة الصحة العالمية في إقليم شرق المتوسط. 1 كانون التاني / يناير - 31 كانون الأول / ديسمبر 1992,منظمة الصحة العالمية,جنيف,منظمة الصحة العالمية,1993.0,250.0,الطب,INV_BUA_9519
61/42,الشبكات الوطنية للتنمية الصحية الداعمة للرعاية الصحية الأولية,منظمة الصحة العالمية,جنيف,منظمة الصحة العالمية,1989.0,52.0,الطب,INV_BUA_9520
614.7/01,تحسين أحوال صحة البيئة في المستوكنات الفقيرة: أسلوب مرتكز على المجتمع لتحديد الإحتياجات والأوليات,منظمة الصحة العالمية,جنيف,منظمة الصحة العالمية,1989.0,72.0,صحة البيئة,INV_BUA_9521
616.314/15,النظم البديلة لتقديم خدمات رعاية الفم والأسنان: تقرير لجنة خبراء بمنظمة الصحة العالمية,منظمة الصحة العالمية,الإسكندرية,المكتب الإقليمي لشرق البحر المتوسط,1988.0,60.0,طب الأسنان,INV_BUA_9522
628.16/02 ج1,ولائل جودة ميادة الشرب .الجزء الأول: التوصيات,منظمة الصحة العالمية,جنيف,منظمة الصحة العالمية,1984.0,157.0,معالجة مياه الشرب,INV_BUA_9523
61/05,التقرير السنوي للمدير الإقليمي عن أعمال منظمة الصحة العالمية في إقليم شرق البحر المتوسط 1989,منظمة الصحة العالمية. المكتب الإقليمي لشرق البحر المتوسط,الإسكندرية,المكتب الإقليمي لمنظمة الصحة العالمية,1990.0,230.0,الطب,INV_BUA_9524
33/85 ج1,الإحتياجات التدريبية في البلدان العربية في ضوء التغيير الهيكلي لإقتصادياتها,"منظمة العمل الدولية, منظمة العمل العربية",القاهرة,جامعة الدول العربية,1994.0,258.0,الإقتصاد السياسي,INV_BUA_9525
33/85 ج2,الإحتياجات التدريبية في البلدان العربية في ضوء التغيير الهيكلي لإقتصادياتها,"منظمة العمل الدولية, منظمة العمل العربية",القاهرة,جامعة الدول العربية,1994.0,381.0,الإقتصاد السياسي,INV_BUA_9526
331/43,تقريرالمديرالعام لمكتب العمل العربي,منظمة العمل العربي,بنغازي,مؤتمر العمل العربي,1981.0,68.0,القانون الاجتماعي,INV_BUA_9527
(612)331-34/01,الإجتهادات القضائية الليبية في مجال العمل,منظمة العمل العربية,طرابلس,مطابع جامعة الدول العربية,1998.0,158.0,الإجتهاد القضائي - في مجال العمل-,INV_BUA_9528
33/86,انعكاسات إتفاقية الجات على القطاعات الإقتصادية في الدول العربية,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1995.0,260.0,الإقتصاد السياسي,INV_BUA_9529
331.011/01,مفهوم العمل واحكامه العامة في الإسلام,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1983.0,90.0,مفهوم العمل الإقتصادي,INV_BUA_9530
331.041/01,الضوضاء والذبذبة في بيئة العمل,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1982.0,112.0,الثأتير التقني : نوع العمل,INV_BUA_9531
331.11/05,التفرغ النقابي في الوطن العربي,منظمة العمل العربية,القاهرة,منظمة العمل,1992.0,38.0,النقابات المختلطة للعمال,INV_BUA_9532
331.11/06,التشغيل بالقطاع غير المنظم في تونس,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1997.0,104.0,التشغيل,INV_BUA_9533
331.11/07,نحو إستراتيجية عربية للتشغيل,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1983.0,93.0,التشغيل,INV_BUA_9534
331.158/01,الحوار بين اطراف الإنتاج ودور منظمة العمل العربية,منظمة العمل العربية,بغداد,منظمة العمل العربية,1980.0,61.0,الإنتاج,INV_BUA_9535
331.823/ 01,توسيع نطاق سريان انظمة التأمينات الإجتماعية في الدول العربية,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1998.0,183.0,وسائل تأمين الشغل,INV_BUA_9536
